LMGL05030001,S-TGD-1-PA,"3-HSO3-Gal-alpha1-6-Man-beta1-2-Glc-alpha1-1-[2,3-di-O-phytanyl-sn-glycerol]-6-[phospho-2,3-di-O-phytanyl-sn-glycerol]",C104H205O26PS   ,1933.4178,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldialkylglycerols [GL0503]
LMGL03010067,"TG(17:0/17:2(9Z,12Z)/17:2(9Z,12Z))[iso3]","1-heptadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010068,"TG(17:1(9Z)/17:1(9Z)/17:2(9Z,12Z))[iso3]","1,2-di-(9Z-heptadecenoyl)-3-(9Z,12Z-heptadecadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010086,"TG(16:1(9Z)/17:2(9Z,12Z)/18:1(9Z))[iso6]","1-(9Z-hexadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010088,"TG(16:0/17:2(9Z,12Z)/18:2(9Z,12Z))[iso6]","1-hexadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z-octadecadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010089,"TG(16:1(9Z)/17:1(9Z)/18:2(9Z,12Z))[iso6]","1-(9Z-hexadecenoyl)-2-(9Z-heptadecenoyl)-3-(9Z,12Z-octadecadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010091,"TG(16:0/17:1(9Z)/18:3(9Z,12Z,15Z))[iso6]","1-hexadecanoyl-2-(9Z-heptadecenoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010092,"TG(16:1(9Z)/17:0/18:3(9Z,12Z,15Z))[iso6]","1-(9Z-hexadecenoyl)-2-heptadecanoyl-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012907,"TG(15:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]","1-pentadecanoyl-2,3-di-(9Z,12Z-octadecadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013393,"TG(12:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-dodecanoyl-2-heptadecanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013415,"TG(12:0/17:1(9Z)/22:3(10Z,13Z,16Z))[iso6]","1-dodecanoyl-2-(9Z-heptadecenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013436,"TG(12:0/17:2(9Z,12Z)/22:2(13Z,16Z))[iso6]","1-dodecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013544,"TG(12:0/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]","1-dodecanoyl-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-heneicosanoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013557,"TG(12:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]","1-dodecanoyl-2-nonadecanoyl-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013570,"TG(12:0/19:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","1-dodecanoyl-2-9Z-nonadecenoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013809,"TG(13:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-tridecanoyl-2-hexadecanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013833,"TG(13:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6]","1-tridecanoyl-2-(9Z-hexadecenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013917,"TG(13:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]","1-tridecanoyl-2-octadecanoyl-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013936,"TG(13:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","1-tridecanoyl-2-(9Z-octadecenoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013954,"TG(13:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]","1-tridecanoyl-2-(9Z,12Z-octadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013971,"TG(13:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]","1-tridecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013988,"TG(13:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]","1-tridecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014003,"TG(13:0/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6]","1-tridecanoyl-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-eicosanoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014191,"TG(14:0/15:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-tetradecanoyl-2-pentadecanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014217,"TG(14:0/15:1(9Z)/22:3(10Z,13Z,16Z))[iso6]","1-tetradecanoyl-2-(9Z-pentadecenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014286,"TG(14:0/17:0/20:4(5Z,8Z,11Z,14Z))[iso6]","1-tetradecanoyl-2-heptadecanoyl-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014308,"TG(14:0/17:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","1-tetradecanoyl-2-(9Z-heptadecenoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014329,"TG(14:0/17:2(9Z,12Z)/20:2(11Z,14Z))[iso6]","1-tetradecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014404,"TG(14:0/18:3(6Z,9Z,12Z)/19:1(9Z))[iso6]","1-tetradecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-9Z-nonadecenoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014421,"TG(14:0/18:3(9Z,12Z,15Z)/19:1(9Z))[iso6]","1-tetradecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-9Z-nonadecenoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014436,"TG(14:0/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6]","1-tetradecanoyl-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-nonadecanoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014596,"TG(14:1(9Z)/15:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-tetradecenoyl)-2-pentadecanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014622,"TG(14:1(9Z)/15:1(9Z)/22:2(13Z,16Z))[iso6]","1-(9Z-tetradecenoyl)-2-(9Z-pentadecenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014691,"TG(14:1(9Z)/17:0/20:3(8Z,11Z,14Z))[iso6]","1-(9Z-tetradecenoyl)-2-heptadecanoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014713,"TG(14:1(9Z)/17:1(9Z)/20:2(11Z,14Z))[iso6]","1-(9Z-tetradecenoyl)-2-(9Z-heptadecenoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014734,"TG(14:1(9Z)/17:2(9Z,12Z)/20:1(11Z))[iso6]","1-(9Z-tetradecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-(11Z-eicosenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014792,"TG(14:1(9Z)/18:2(9Z,12Z)/19:1(9Z))[iso6]","1-(9Z-tetradecenoyl)-2-(9Z,12Z-octadecadienoyl)-3-9Z-nonadecenoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014809,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/19:0)[iso6]","1-(9Z-tetradecenoyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-3-nonadecanoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014826,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/19:0)[iso6]","1-(9Z-tetradecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-nonadecanoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015021,"TG(15:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6]","1-pentadecanoyl-2-hexadecanoyl-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015045,"TG(15:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","1-pentadecanoyl-2-(9Z-hexadecenoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015129,"TG(15:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]","1-pentadecanoyl-2-octadecanoyl-3-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015147,"TG(15:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6]","1-pentadecanoyl-2-(9Z-octadecenoyl)-3-(6Z,9Z,12Z-octadecatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015148,"TG(15:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]","1-pentadecanoyl-2-(9Z-octadecenoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015371,"TG(15:1(9Z)/16:0/20:3(8Z,11Z,14Z))[iso6]","1-(9Z-pentadecenoyl)-2-hexadecanoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015395,"TG(15:1(9Z)/16:1(9Z)/20:2(11Z,14Z))[iso6]","1-(9Z-pentadecenoyl)-2-(9Z-hexadecenoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015461,"TG(15:1(9Z)/17:2(9Z,12Z)/19:1(9Z))[iso6]","1-(9Z-pentadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-9Z-nonadecenoyl-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015478,"TG(15:1(9Z)/18:0/18:3(6Z,9Z,12Z))[iso6]","1-(9Z-pentadecenoyl)-2-octadecanoyl-3-(6Z,9Z,12Z-octadecatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015479,"TG(15:1(9Z)/18:0/18:3(9Z,12Z,15Z))[iso6]","1-(9Z-pentadecenoyl)-2-octadecanoyl-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015497,"TG(15:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso6]","1-(9Z-pentadecenoyl)-2-(9Z-octadecenoyl)-3-(9Z,12Z-octadecadienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015712,"TG(16:0/17:0/18:4(6Z,9Z,12Z,15Z))[iso6]","1-hexadecanoyl-2-heptadecanoyl-3-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015715,"TG(16:0/17:1(9Z)/18:3(6Z,9Z,12Z))[iso6]","1-hexadecanoyl-2-(9Z-heptadecenoyl)-3-(6Z,9Z,12Z-octadecatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015802,"TG(16:1(9Z)/17:0/18:3(6Z,9Z,12Z))[iso6]","1-(9Z-hexadecenoyl)-2-heptadecanoyl-3-(6Z,9Z,12Z-octadecatrienoyl)-sn-glycerol",C54H96O6   ,840.7207,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010012,TG(17:0/17:1(10Z)/17:0) (d5),"1,3-diheptadecanoyl-2-(10Z-heptadecenoyl)-glycerol (d5)",C54H97D5O6   ,851.7985,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010055,TG(17:1(9Z)/17:1(9Z)/17:1(9Z)),"1,2,3-tri-(9Z-heptadecenoyl)-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010057,"TG(17:0/17:1(9Z)/17:2(9Z,12Z))[iso6]","1-heptadecanoyl-2-(9Z-heptadecenoyl)-3-(9Z,12Z-heptadecadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010070,"TG(16:1(9Z)/17:2(9Z,12Z)/18:0)[iso6]","1-(9Z-hexadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010072,"TG(16:0/17:2(9Z,12Z)/18:1(9Z))[iso6]","1-hexadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010073,TG(16:1(9Z)/17:1(9Z)/18:1(9Z))[iso6],1-(9Z-hexadecenoyl)-2-(9Z-heptadecenoyl)-3-(9Z-octadecenoyl)-sn-glycerol,C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010075,"TG(16:0/17:1(9Z)/18:2(9Z,12Z))[iso6]","1-hexadecanoyl-2-(9Z-heptadecenoyl)-3-(9Z,12Z-octadecadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010076,"TG(16:1(9Z)/17:0/18:2(9Z,12Z))[iso6]","1-(9Z-hexadecenoyl)-2-heptadecanoyl-3-(9Z,12Z-octadecadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03010077,"TG(16:0/17:0/18:3(9Z,12Z,15Z))[iso6]","1-hexadecanoyl-2-heptadecanoyl-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012960,TG(15:1(9Z)/18:1(9Z)/18:1(9Z))[iso3],"1-(9Z-pentadecenoyl)-2,3-di-(9Z-octadecenoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012991,TG(16:1(9Z)/16:1(9Z)/19:1(9Z))[iso3],"1,2-di-(9Z-hexadecenoyl)-3-9Z-nonadecenoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013392,"TG(12:0/17:0/22:3(10Z,13Z,16Z))[iso6]","1-dodecanoyl-2-heptadecanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013414,"TG(12:0/17:1(9Z)/22:2(13Z,16Z))[iso6]","1-dodecanoyl-2-(9Z-heptadecenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013435,"TG(12:0/17:2(9Z,12Z)/22:1(11Z))[iso6]","1-dodecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-11Z-docosenoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013511,"TG(12:0/18:3(6Z,9Z,12Z)/21:0)[iso6]","1-dodecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-heneicosanoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013528,"TG(12:0/18:3(9Z,12Z,15Z)/21:0)[iso6]","1-dodecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-heneicosanoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013556,"TG(12:0/19:0/20:3(8Z,11Z,14Z))[iso6]","1-dodecanoyl-2-nonadecanoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013569,"TG(12:0/19:1(9Z)/20:2(11Z,14Z))[iso6]","1-dodecanoyl-2-9Z-nonadecenoyl-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013808,"TG(13:0/16:0/22:3(10Z,13Z,16Z))[iso6]","1-tridecanoyl-2-hexadecanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013832,"TG(13:0/16:1(9Z)/22:2(13Z,16Z))[iso6]","1-tridecanoyl-2-(9Z-hexadecenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013916,"TG(13:0/18:0/20:3(8Z,11Z,14Z))[iso6]","1-tridecanoyl-2-octadecanoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013935,"TG(13:0/18:1(9Z)/20:2(11Z,14Z))[iso6]","1-tridecanoyl-2-(9Z-octadecenoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013953,"TG(13:0/18:2(9Z,12Z)/20:1(11Z))[iso6]","1-tridecanoyl-2-(9Z,12Z-octadecadienoyl)-3-(11Z-eicosenoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013970,"TG(13:0/18:3(6Z,9Z,12Z)/20:0)[iso6]","1-tridecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013987,"TG(13:0/18:3(9Z,12Z,15Z)/20:0)[iso6]","1-tridecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014190,"TG(14:0/15:0/22:3(10Z,13Z,16Z))[iso6]","1-tetradecanoyl-2-pentadecanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014216,"TG(14:0/15:1(9Z)/22:2(13Z,16Z))[iso6]","1-tetradecanoyl-2-(9Z-pentadecenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014285,"TG(14:0/17:0/20:3(8Z,11Z,14Z))[iso6]","1-tetradecanoyl-2-heptadecanoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014307,"TG(14:0/17:1(9Z)/20:2(11Z,14Z))[iso6]","1-tetradecanoyl-2-(9Z-heptadecenoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014328,"TG(14:0/17:2(9Z,12Z)/20:1(11Z))[iso6]","1-tetradecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-(11Z-eicosenoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014386,"TG(14:0/18:2(9Z,12Z)/19:1(9Z))[iso6]","1-tetradecanoyl-2-(9Z,12Z-octadecadienoyl)-3-9Z-nonadecenoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014403,"TG(14:0/18:3(6Z,9Z,12Z)/19:0)[iso6]","1-tetradecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-nonadecanoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014420,"TG(14:0/18:3(9Z,12Z,15Z)/19:0)[iso6]","1-tetradecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-nonadecanoyl-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014595,"TG(14:1(9Z)/15:0/22:2(13Z,16Z))[iso6]","1-(9Z-tetradecenoyl)-2-pentadecanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014621,TG(14:1(9Z)/15:1(9Z)/22:1(11Z))[iso6],1-(9Z-tetradecenoyl)-2-(9Z-pentadecenoyl)-3-11Z-docosenoyl-sn-glycerol,C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03014690,"TG(14:1(9Z)/17:0/20:2(11Z,14Z))[iso6]","1-(9Z-tetradecenoyl)-2-heptadecanoyl-3-(11Z,14Z-eicosadienoyl)-sn-glycerol",C54H98O6   ,842.7363,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
